	sample_received_month	latitude	longitude	elevation	pH_laboratory	tta_laboratory	cfu_lab	cfu_yeasts	r_samp_source	r_samp_country	covid	r_dough_source	r_dough_stor_device	r_dough_cover	r_yeast_usage_prior	r_flour_type_red_red	r_flour_quality	r_flour_organic	r_flour_change	r_water_type	r_flour_additions	r_backslop_freq	r_refreshment_flour	r_temp_feeding	r_time_feeding	r_stor_feeding	r_dough_size_feeding	r_temp_storage	r_ph_value_citizen	cat	dog	other_with_hair	other_without_hair	r_plants	r_kids	r_flour_comp_not_determ	r_wheat	r_semi_wholemeal_wheat	r_wholemeal_wheat	r_rye	r_wholemeal_rye	r_wholemeal_spelt	r_spelt	r_barley	r_other_wheat_varieties	r_gluten_free_flour	p_number_sourdoughs	p_after_feeding	p_bread_making_frequency	p_skill	p_perceived_health_benefits	p_alcoholic_beverage	p_acid_beverage	p_dairy_products	p_fermented_vegetables_fruits	p_other_fermentations	dough_age	sample_transport_dur	dough_yield	s_grain_cereal_score	s_fermented_score	s_veggie_score	s_animal_score	s_chemical_score	s_body_odour_score	s_fruity_score	s_toasted_score	s_sour_score	s_ocean_score	s_earthy_score	s_fermented_dairy_score	s_nutty_score	hub	cluster
ibbh048	May	46.7	23.5	421	3.7	12.9	9.322219295	5.857332496	household	Romania	covid	received from a home baker	glass jar	loose lid	no	wheat	wholemeal	no	no	tap water	yes	3	50	22	8	kitchen counter	50	4	5	no	no	no	no	yes	no	no	0.5	0	0.5	0	0	0	0	0	0	0	1	fridge	1	2 to 5	yes	no	no	no	yes	no	4	0	200	1	1	1	1	0	0	0	0	0	0	1	0	0	IBB	5
ibbh049	April	46.8	23.6	395	3.7	18.3	9.672097858	6.146128036	household	Romania	covid	started myself	glass jar	closed lid	no	rye	wholemeal	yes	no	tap water	no	8	50	23	8	kitchen counter	150	4	4	no	no	no	no	yes	yes	no	0	0	0	1	1	0	0	0	0	0	1	keep at RT	8	2 to 5	yes	no	no	no	yes	no	4	0	200	1	2	0	0	0	0	0	0	1	0	0	1	0	IBB	4
ibbh050	April	47.6	19	101	3.6	13.5	7.995635195	0	household	Hungary	pre	started myself	glass jar	closed lid	no	wheat	endosperm	yes	yes	tap water	no	8	130	24	8	kitchen counter				no	no	no	no	yes	yes	no	1	0	0	0	0	0	0	0	0	0	1	keep at RT	8	>5	yes	no	no	no	yes	no	7	28	176.9230769														IBB	1
ibbh053	April	47.4	19	116	3.7	11.8	9.079181246	6.322219295	household	Hungary	covid	received from a home baker	glass jar	loose lid	yes	wheat	wholemeal	no	no	tap water	no	30	50	21	12	kitchen counter	150	4	5.25	no	no	no	no	no	no	no	0.5	0	0.5	0	0	0	0	0	0	0	1	fridge	1	2 to 5	no	no	no	no	yes	no	3	0	200	0	2	0	0	0	0	0	0	1	0	0	1	0	IBB	4
ibbh054	May	53.3	14.5	35	3.7	17.4	8.041392685	4.806179974	household	Poland	pre	started myself	plastic container	plastic wrap	yes	wheat	endosperm	yes	yes	tap water	no	8	100	28	3	proofing chamber	250	8	5	yes	yes	no	no	no	no	no	1	0	0	0	0	0	0	0	0	0	1	keep at RT	8	professional	yes	yes	no	no	yes	no	7	0	200	1	0	1	0	0	0	0	0	0	0	0	1	1	IBB	3
ibbh055	May	46.1	25.5	468	3.7	12.3	9.255272505	5.230448921	household	Romania	covid	started myself	glass jar	closed lid	no	other	mix	no	yes	spring water	no	4	50	21	1	kitchen counter	140	7	5	no	no	no	no	yes	no	no	0.5	0	0.5	0	0	0	0.5	0	0	0	1	fridge	12	2 to 5	yes	no	no	no	yes	no	4	0	200	3	0	0	0	0	0	0	0	0	0	0	0	0	IBB	5
ibbh056	April	46.2	20.1	75	3.7	16.3	9.62324929	4.973127854	household	Hungary	covid	received from a home baker	glass jar	closed lid	no	rye	wholemeal	yes	no	tap water	no	4	50	20	8	kitchen counter	200	7		no	no	no	no	yes	yes	no	0	0	0	0	1	0	0	0	0	0	3	fridge	4	>5	yes	no	no	no	yes	no	3	22	200														IBB	5
ibbh061	April	46.2	20.1	75	3.5	11.6	9.146128036	2.230448921	artisanal bakery	Hungary	post	received from a home baker	glass jar	closed lid	yes	wheat	endosperm	no	no	tap water	no	4	50	20	7	kitchen counter	115	6		no	no	no	no	yes	yes	no	1	0	0	0	0	0	0	0	0	0	2	fridge	8	>5	yes	no	no	no	yes	no	0		200														IBB	1
ibbh057	April	46.2	20.1	81	3.5	12.7	9.176091259	6.204119983	household	Hungary	pre	received from a home baker	glass jar	closed lid	no	wheat	endosperm	no	no	tap water	yes	3	45	24	9	kitchen counter				no	no	no	no	yes	yes	no	1	0	0	0	0	0	0	0	0	0	1	keep at RT	2	>5	yes	no	yes	no	yes	no	8	7	200														IBB	3
ibbh058	April	43.8	25.9	39	4	7.5	8.161368002	7.079181246	household	Bulgaria	post	started myself	glass jar	plastic wrap	no	rye	endosperm	yes	yes	tap water (descaled/filtered)	no	30	20	4	24	fridge	500	4		yes	yes	no	no	yes	yes	no	0	0	0	1	0	0	0	0	0	0	1	fridge	4	<0.5	yes	no	no	no	yes	no		20	200														IBB	5
ibbh059	May	44.4	26.1	83	3.7	9.3	9.041392685	7.469822016	household	Romania	post	started myself	glass jar	closed lid	yes	wheat	endosperm	no	no	tap water	no	4	100	24	5	kitchen counter	400	4	5	no	no	yes	no	no	yes	no	1	0	0.2	0	0	0	0	0	0	0	2	fridge	12	0.5 to 2	yes	no	no	no	no	no	0	0	200	0	0	0	0	0	0	0	0	1	0	0	0	0	IBB	3
ibbh060	May	44.4	26.1	66	3.75	11	6.857332496	6.361727836	household	Romania	covid	received from a bakery	glass jar	closed lid	no	wheat	endosperm	no	no	bottled water	no	4	100	22	5	kitchen counter	200	3		yes	yes	no	no	yes	yes	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	>5	yes	no	no	no	no	no	4	28	150														IBB	2
ibbh062	April	46.2	20.1	79	3.5	11.9	8.612783857	4.819543936	household	Hungary	pre	received from a bakery	glass jar	closed lid	yes	wheat	endosperm	no	yes	bottled water	no	8	100	21	8	kitchen counter	30	5		no	no	no	no	yes	yes	no	1	0	0	0	0	0	0	0	0	0	1	fridge	12	2 to 5	yes	no	no	no	yes	no	20		200														IBB	1
ibbb001	February	45.7	24.1	414	3.7	9.1	9	0	artisanal bakery	Romania	pre	started myself	glass jar	loose lid	no	wheat	endosperm	no	no	tap water	no	30	200	21	12	warm place	400	21	4.5	no	yes	no	no	no	no	no	1	0	0	0	0	0	0	0	0	0	2	keep at RT	8	>5	yes	no	no	no	no	no	12	0	200	0	0	0	0	0	0	0	0	1	0	0	0	0	IBB	1
ibbb002	March	45.7	24.1	414	3.8	12.2	9.707570176	3.447158031	artisanal bakery	Romania	pre	started myself	glass jar	loose lid	no	rye	endosperm	no	yes	tap water	no	30	100	20	24	proofing chamber				no	yes	no	no	no	no	no	0	0	0	1	0	0	0	0	0	0	2	keep at RT	8	professional	yes	no	no	no	no	no	5	11	200														IBB	1
ibbb003	March	45.6	25.5	546	3.8	7	8.919078092	4.698970004	artisanal bakery	Romania	pre	started myself	plastic container	loose lid	no	wheat	endosperm	no	yes	tap water	no	8	1000	22	8	kitchen counter	1000	5		yes	no	no	no	yes	no	no	1	0	0	0	0	0	0	0	0	0	2	fridge	4	>5	yes	no	yes	yes	no	no	18	0	150	0	0	0	0	0	0	0	0	0	0	0	2	0	IBB	4
ibbb004	March	45.6	25.5	546	4.2	8	10.07918125	8.079181246	artisanal bakery	Romania	post	started myself	plastic container	closed lid	no	other	other	no	yes	tap water	no	4	1000	22	8	kitchen counter	1000	5		yes	no	no	no	yes	no	no	0	0	0	0	0	0	0	0	0	1	3	fridge	4	>5	yes	no	yes	no	no	no	0		150														IBB	3
ibbb005	February	44.4	26	87	4.2	12.6	8.041392685	7.959041392	artisanal bakery	Romania	pre	started myself	plastic container	closed lid	no	wheat	wholemeal	yes	no	bottled water	no	30	200	8	24	fridge	800	8		no	no	no	no	no	no	no	0	0	1	0	0	0	0	0	0	0	1	fridge	30	>5	yes	no	no	no	no	no	8	28	200														IBB	5
ibbb006	May	44.4	26.1	83	3.8	14.5	9	5.963787827	artisanal bakery	Romania	covid	started myself	plastic container	closed lid	yes	wheat	endosperm	no	no	tap water	no	30	300	4	12	fridge				no	no	no	no	no	no	no	1	0	0	0	0	0	0	0	0	0	1	keep at RT	30	professional	yes	no	no	no	no	no	3	28	150														IBB	2
ibbb007	May	44.4	26.1	83	3.8	16.9	7.079181246	6.041392685	artisanal bakery	Romania	covid	started myself	plastic container	closed lid	yes	rye	endosperm	no	no	tap water	no	30	300	4	12	fridge				no	no	no	no	no	no	no	0	0	0	1	0	0	0	0	0	0	1	keep at RT	30	professional	yes	no	no	no	no	no	3		150														IBB	2
ubzh001	April	45.18	13.86	329	3.69	20.75	5.926	6.952	household	Croatia	covid	started myself	glass jar	closed lid	yes	wheat	wholemeal	no	yes	tap water	yes	12	100	22	18	kitchen counter	400	4	5.4	no	no	no	no	yes	no	no	0	0	1	0	0	0	0	0	0	0	1	fridge	1	0.5 to 2	yes	no	no	no	no	no	3	0	200	2	2	0	0	0	0	0	0	0	0	1	0	0	UBZ	4
ubzh003	April	43.77	11.26	50.5	3.87	8.75	9.394	8.848	household	Italy	pre	started myself	glass jar	loose lid	yes	wheat	endosperm	yes	yes	tap water	no	8	40	19	8	kitchen counter	60	4	4.7	no	no	no	no	no	no	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	>5	yes	no	no	no	yes	no	11	0	147.5	2	2	1	1	0	0	0	0	0	0	0	0	0	UBZ	3
ubzh004	April	45.89	13.5	32	4.06	6.7	2.926	3.301	household	Italy	pre	started myself	glass jar	closed lid	yes	wheat	endosperm	yes	yes	tap water	yes	2	150	20	8	kitchen counter	420	4	4.1	no	no	no	no	yes	yes	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	>5	no	yes	no	yes	yes	no	7	0	180	1	1	0	0	0	0	0	0	0	0	0	1	0	UBZ	4
ubzh005	April	45.96	12.66	24	4.04	5.15	8.655	7.256	household	Italy	pre	started myself	glass jar	closed lid	no	wheat	endosperm	no	yes	tap water	no	4	100	20	2	kitchen counter	250	4	5.3	no	no	no	no	no	no	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	2 to 5	no	no	no	no	yes	no	5	0	180	1	1	0	0	0	0	0	0	0	0	0	1	0	UBZ	3
ubzh006	April	41.9	12.49	78	3.96	17.85	8.85	5.477	household	Italy	pre	started myself	plastic container	loose lid	yes	rye	endosperm	yes	yes	tap water	yes	2	100	6		fridge	300	6		no	no	no	no	yes	yes	no	0	0	0	1	0	0	0	0	0	0	1	fridge	1	2 to 5	yes	no	no	yes	no	no	6	28	130														UBZ	4
fl75k	November	41.12	16.87	9.3	4.18	4.8	4.633	7.068	household	Italy	post	received from a bakery	other	other	no	wheat	endosperm	no	no	tap water	no	8	500	20	12	kitchen counter	800	5		no	no	no	no	no	no	no	1	0	0	0	0	0	0	0	0	0	1	fridge		>5	yes	no	yes	yes	no	yes	1	16	160														UBZ	2
ubzh009	April	45.46	9.19	122.2	3.5	15.25	6.602	4.346	household	Italy	post	received from a home baker	glass jar	closed lid	yes	wheat	endosperm	yes	no	tap water	no	12	200	20	5	kitchen counter	250	5	4.4	no	no	no	no	yes	yes	no	1	0	0	0	0	0	0	0	0	0	1	keep at RT	8	<0.5	yes	no	no	yes	no	no	0	0	150	1	1	1	0	0	0	0	0	1	0	0	0	0	UBZ	2
ubzh010	June	46.75	11.76	962	3.42	14.15	6.867	7.159	household	Italy	post	received from a home baker	glass jar	other	yes	spelt	endosperm	yes	no	tap water	no	4	50	21	6	other	130	5		no	no	no	no	yes	no	no	0	0	0	1	0	0	0	0	0	0	1	fridge	4	0.5 to 2	yes	no	yes	no	no	no	1	28	220														UBZ	3
pl45g	November	46.5	11.35	271.5	4.84	5.1	5.51	6.832	household	Italy	post	received from a home baker	glass jar	other	no	spelt	endosperm	yes	no	tap water	no	4	120	19	24	kitchen counter	50	6	4.2	no	no	no	no	yes	no	no	1	0	0	0	0	0	1	0	0	0	1	keep at RT	1	0.5 to 2	no	no	no	no	no	yes	1		183.3333333	0	2	0	0	0	0	0	0	1	1	0	2	0	UBZ	1
ubzh012	March	46.49	11.33	48.7	3.69	11.3	7.292	5.375	household	Italy	pre	started myself	glass jar	loose lid	no	wheat	endosperm	no	yes	tap water	no	4	65	4	1	fridge	180	4	4.7	no	no	no	no	yes	no	no	1	0	0	0	0	0	0	0	0	0	1	fridge	1	2 to 5	yes	no	no	no	no	yes	9	0	173.8461538	1	1	0	0	1	0	0	2	0	0	1	0	0	UBZ	4
ubzh013	May	45.73	11.8	302	3.68	10.1	7.591	7.515	household	Italy	covid	started myself	glass jar	closed lid	yes	wheat	wholemeal	no	yes	tap water (descaled/filtered)	no	3	100	20	6	kitchen counter	175	3	4.4	yes	yes	no	no	no	yes	no	0.5	0	0.5	0	0	0	0	0	0	0	1	keep at RT	4	2 to 5	yes	no	yes	no	no	no	4	0	200	4	0	0	0	0	0	1	0	0	0	0	2	0	UBZ	4
sn16t	December	46.5	11.35	271.5	4.29	4.5	8.552	6.759	household	Italy	post	received from a home baker	glass jar	closed lid	no	wheat	endosperm	no	no	tap water	no	1	100	4		fridge	200	4		yes	no	no	no	yes	no	no	1	0	0	0	0	0	0	0	0	0	1	fridge	1	0.5 to 2	no	no	no	no	no	no	1	22	200														UBZ	3
ubzh015	November	46.54	11.56	1211	5.02	8.95	5.929	7.056	artisanal bakery	Italy	post	started myself	plastic container	loose lid	yes	rye	endosperm	yes	no	tap water	no	30	8000	25	20	kitchen counter	500	6		no	no	no	no			no	0	0	0	1	0	0	0	0	0	0	1	fridge	30	professional	yes	no	no	no	no	no	0	1	162.5														UBZ	2
ubzh016	May	46.5	11.35	271.5	3.82	7.55	8.554	6.819	household	Italy	post	started myself	plastic container	closed lid	no	wheat	endosperm	no	no	tap water	no	4	50	4	24	fridge	300	4	4.7	no	no	no	no	no	no	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	0.5 to 2	yes	no	no	no	no	no	1	0	250	0	1	0	0	1	0	0	0	1	0	0	0	0	UBZ	3
ubzh017	April	45.81	15.98	132.6	3.84	8.55	6.962	4	household	Croatia	pre	received from a bakery	glass jar	loose lid	no	wheat	endosperm	yes	yes	tap water	no	30	60	23	7	kitchen counter	60	3	4.1	no	yes	yes	no	yes	no	no	1	0	0	0	0	0	0	0	0	0	1	keep at RT	12	2 to 5	yes	no	yes	yes	yes	no	4	0	200	1	1	0	0	0	0	0	0	0	0	0	0	0	UBZ	1
ubzh019	April	45.46	9.19	122.2	3.61	10.5	8.878	7.42	household	Italy	covid	started myself	glass jar	plastic wrap	no	wheat	wholemeal	yes	yes	tap water	no	12	40	19	3	fridge	150	4	4.7	yes	no	no	no	no	no	no	1	0	1	0	0	0	0	0	0	0	1	fridge	12	2 to 5	yes	no	yes	yes	yes	no	2	0	200	3	2	0	1	0	1	1	0	1	1	0	2	1	UBZ	3
ubzh020	June	45.07	7.69	239	3.53	13.05	5.9	6.359	household	Italy	pre	received from a bakery	glass jar	plastic wrap	no	wheat	endosperm	no	yes	tap water	no	8	80	22	4	warm place	200	4		no	no	no	no	yes	no	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	2 to 5	no	no	no	yes	no	no	5		150														UBZ	1
ubzh021	April	46.01	11.3	520	3.68	13.3	0	7.184	household	Italy	pre	other	glass jar	closed lid	yes	wheat	endosperm	no	yes	tap water	no	4	100	21	9	kitchen counter	70	4	4.7	yes	yes	no	no	yes	yes	no	0	0	0	0	0	0	0	0	1	0	1	fridge	1	2 to 5	yes	no	no	no	no	no	5	0	250	1	2	0	0	1	0	0	0	0	0	0	0	0	UBZ	2
cl94t	February	46.37	11.31	222	3.59	9.95	9	9	household	Italy	post	received from a home baker	glass jar	loose lid	yes	wheat	endosperm	yes	yes	tap water	no	4	20	20	10	kitchen counter	40	4		no	no	no	no			no	1	0	0	0	0	0	0	0	0	0	2	fridge	4	2 to 5	yes	no	no	no	no	no	1	28	175														UBZ	3
ubzh023	April	46.04	11.12	190	3.55	12.95	6.389	6.952	household	Italy	pre	received from a home baker	glass jar	closed lid	no	wheat	endosperm	yes	yes	tap water	no	2	466	19	9	fridge	500	5	4.4	yes	yes	no	no	yes	no	no	1	0	0	0	0	0	0	0	0	0	1	fridge	1	>5		no	no	no	no	no	8	0	150	1	0	1	0	1	1	0	0	2	0	0	0	0	UBZ	2
ubzh024	December	46.5	11.35	271.5	4.26	11	9.389	7.221	household	Italy	covid	started myself	glass jar	closed lid	yes	wheat	endosperm	no	yes	tap water	no	4	60	20	9	kitchen counter	100	5		no	no	no	no	yes	no	no	1	0	0	0	0	0	0	0	0	0	2	fridge	4	2 to 5	yes	yes	no	no	yes	no	3	1	150														UBZ	1
ubzh025	June	45.93	8.56	729	3.62	15.05	6.6	5.47	household	Italy	post	started myself	glass jar	other	yes	wheat	wholemeal	yes	yes	tap water	yes	12	50	22		other				yes	yes	no	no	yes	no	no	0	0	1	0	0	0	0	0	0	0	1	keep at RT		<0.5	yes	no	yes	yes	no	no	0	28	200														UBZ	4
ubzh026	April	40.76	14.01	15	3.51	12.1	8.471	5.53	household	Italy	pre	started myself	glass jar	loose lid	no	wheat	endosperm	no	no	tap water	no		100	20	3	kitchen counter	200	4		no	no	no	no	yes	yes	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	>5	no	no	no	no	no	no	10	28	200														UBZ	4
ubzh027	February	46.5	11.35	271.5	3.99	10.1	6.952	7.154	household	Italy	post	received from a home baker	glass jar	loose lid	no	wheat	wholemeal	no	no	tap water	no	4	80	20	5	kitchen counter	100	4	4.7	no	no	no	no	yes	no	no	0.5	0	0.5	0	0	0	0	0	0	0	1	fridge	4	0.5 to 2	yes	no	no	no	no	no	1	0	200	1	1	0	0	0	0	0	0	0	0	1	2	0	UBZ	2
ubzh029	March	46.5	11.35	271.5	4.32	9.2	8.717	7.233	household	Italy	pre	received from a home baker	glass jar	loose lid	no	wheat	endosperm	yes	yes	tap water	no	4	100	18	9	kitchen counter	50	8		no	no	no	no	yes	yes	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	>5	yes	no	no	no	no	no	17	0	190	1	0	1	0	1	0	0	0	0	0	1	0	0	UBZ	5
ubzh033	April	40.68	14.77	4.3	3.81	14.45	5.802	7.17	household	Italy	pre	received from a bakery	glass jar	other	no	wheat	endosperm	no	yes	tap water	no	4	150	20	6	kitchen counter	300	4	4.7	no	no	no	no	no	yes	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	>5	yes	no	no	no	no	no	4	0	150	3	0	0	0	0	0	0	0	0	0	0	0	0	UBZ	2
ubzh034	April	46.5	11.35	271.5	3.7	12.45	5.802	7.485	household	Italy	pre	started myself	glass jar	closed lid	no	wheat	endosperm	yes	yes	tap water	no	4	50	22	12	kitchen counter	100	4	4.4	no	no	no	no	yes	no	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	>5	yes	no	no	yes	yes	no	16	0	200	1	1	1	1	1	1	1	1	1	1	1	1	1	UBZ	1
ubzh035	April	40.96	8.88	102	3.95	11.85	0	0	artisanal bakery	Italy	covid	started myself	plastic container	closed lid	yes	wheat	wholemeal	yes	yes	tap water	no	30	100	26	8	kitchen counter	200	4	4.4	no	no	no	no	no	no	no	1	0	1	0	0	0	0	0	0	0	2	fridge	30	professional	yes	no	no	no	no	no	3	0	200	2	0	0	0	0	0	1	0	0	1	0	2	0	UBZ	1
ubzh037	April	38.14	12.73	2	3.72	12.1	4.477	5.739	household	Italy	post	started myself	plastic container	other	yes	wheat	endosperm	no	no	bottled water	no	30	100	33	3	warm place	120	19	4.1	no	yes	no	no	yes	no	no	1	0	0	0	0	0	0	0	0	0	2	keep at RT	12	>5	yes	no	no	no	no	no	0	0	137	1	2	0	0	0	0	0	1	0	0	0	0	0	UBZ	1
ubzh038	April	45.32	12.05	3	3.72	7.9	3.301	0	household	Italy	pre	other	plastic container	other	yes	wheat	endosperm	no	no	bottled water	no	30	100	24	3	proofing chamber	180	10	4.7	no	no	no	no	no	yes	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	>5	no	no	no	no	no	no	4	0	200	0	1	0	0	0	0	0	0	1	0	0	1	0	UBZ	1
ubzh039	April	46.06	12.51	297.2	3.6	15.3	7.413	0	household	Slovenia	post	received from a bakery	glass jar	loose lid	yes	wheat	wholemeal	yes	yes	tap water	no	8	70	8	12	fridge	100	8	4.4	no	yes	no	no	yes	no	no	0.35	0	1	0.1	0	0	0	0	0	0.05	2	keep at RT	8	0.5 to 2	yes	yes	yes	no	yes	yes	2	0	171.4285714	1	1	0	0	0	0	0	0	1	0	0	2	0	UBZ	1
ubzh040	April	46.06	12.51	297.2	3.51	8.65	4.831	0	household	Slovenia	pre	started myself	glass jar	loose lid	no	wheat	endosperm	yes	no	tap water	no	4	120	23	6	kitchen counter	70	5	4.7	no	yes	no	no	no	no	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	>5	yes	no	no	no	no	no	15	0	200	1	0	0	0	0	0	0	0	0	0	0	1	0	UBZ	3
ubzh041	April	45.76	14.88	519	3.55	19.65	8.572	5.574	household	Slovenia	post	started myself	glass jar	other	yes	other	mix	no	no	tap water	no	12	100	24	3	warm place	200	20	4.4	no	no	no	no	no	no	no	0.5	0	0	0.5	0	0	0	0	0	0	1	keep at RT	8	<0.5	no	no	no	yes	no	no	0	0	200	1	0	0	1	0	0	2	0	1	0	0	0	0	UBZ	3
ubzh042	April	45.67	14.19	550	3.72	9.1	8	0	household	Slovenia	post	received from a home baker	glass jar	closed lid	yes	wheat	endosperm	no	no	tap water	no	4	200	22	6	kitchen counter	100	4	4.4	no	no	no	no	no	yes	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	2 to 5	yes	yes	no	no	yes	no	0	0	150	3	1	0	0	0	0	0	0	0	0	0	1	0	UBZ	4
ubzh043	April	46.06	12.51	297.2	3.93	14.05	5.39	0	household	Slovenia	post	received from a home baker	glass jar	closed lid	yes	other	mix	no	no	tap water	no	2	100	21	6	kitchen counter	220	7	4.7	no	no	no	no	yes	no	no	0	0.5	0.5	0.5	0	0	0	0	0	0	1	fridge	4	2 to 5	yes	yes	no	no	no	no	2	0	180	2	1	0	0	0	0	0	0	0	0	0	1	0	UBZ	5
ubzh044	April	46.49	11.34	1	3.63	10.9	6.805	6.768	household	Slovenia	pre	received from a home baker	glass jar	loose lid	yes	wheat	endosperm	no	yes	tap water	no	4	180	20	8	other	110	7	4.7	no	no	no	no	yes	yes	no	1	0	0	0	0	0	0	0	0	0	1	keep at RT	4	>5	yes	no	no	yes	no	no	11	0	155.5555556	1	0	0	0	0	0	0	0	0	0	0	1	1	UBZ	2
ubzh045	April	46.06	12.51	297.2	3.55	9.9	5.423	0	household	Slovenia	covid	started myself	glass jar	loose lid	no	wheat	endosperm	no	no	tap water	no	12	50	22	9	kitchen counter	100	5	5.3	no	yes	no	no	yes	yes	no	1	0	0	0	0	0	0	0	0	0	1	fridge	12	2 to 5	yes	no	no	no	no	no	4	0	180	1	1	0	0	0	0	0	0	0	0	0	1	0	UBZ	3
ubzh046	April	46.23	15.26	407	3.68	11.6	8.88	5.307	artisanal bakery	Slovenia	post	started myself	glass jar	closed lid	no	wheat	endosperm	no	yes	tap water (descaled/filtered)	no	30	215	22	6	kitchen counter	100	4	4.7	yes	no	no	no	no	no	no	1	0	0	0	0	0	0	0	0	0	2	keep at RT	30	2 to 5	yes	no	no	no	no	no	2	0	169.7674419	1	0	0	0	0	0	0	0	0	0	0	2	0	UBZ	3
ubzh047	May	46.2	14.54	347	3.66	14	8.745	4.634	household	Slovenia	post	received from a bakery	glass jar	closed lid	yes	wheat	endosperm	yes	yes	tap water	no	12	52	21	5	kitchen counter	150	4	4.5	no	no	no	no	no	no	no	1	0	0	0	0	0	0	0	0	0	1	keep at RT	4	0.5 to 2	yes	no	no	no	no	no	1	0	176.9230769	0	1	1	0	1	0	0	0	0	0	0	2	0	UBZ	3
ubzh048	April	46.06	12.51	297.2	3.72	11.75	7.09	6.358	household	Slovenia	pre	started myself	glass jar	loose lid	no	wheat	endosperm	no	yes	tap water	no	8	45	20	8	kitchen counter	120	7	4.4	no	yes	no	no	yes	yes	no	1	0	0	0	0	0	0	0	0	0	1	fridge	8	>5	yes	no	no	no	yes	no	5	0	200	1	1	1	1	1	0	1	1	0	1	0	1	1	UBZ	1
ubzh049	April	45.98	14.57	302	4.5	13.25	9.384	3.857	household	Slovenia	pre	started myself	glass jar	closed lid	no	other	other	yes	yes	tap water	yes	8	50	19	11	kitchen counter	60	4	5	no	yes	no	no	yes	yes	no	0	0	0	0	0	0	0	0	0	1	1	fridge	8	>5	yes	no	yes	yes	yes	yes	13	0	200	1	1	0	0	0	0	0	0	1	0	0	2	0	UBZ	3
ubzh050	April	46.06	12.51	297.2	3.71	11.4	5.663	7.116	household	Slovenia	covid	started myself	glass jar	closed lid	yes	wheat	endosperm	no	yes	tap water	no	4	200	24	7	kitchen counter	70	4	4.4	no	no	no	no	yes	yes	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	2 to 5	no	no	no	no	no	no	4	0	200	1	1	0	0	0	0	0	0	0	0	0	2	0	UBZ	2
ubzh051	April	41.12	16.87	9.3	4.08	6.75	9.351	8.174	household	Italy	covid	started myself	glass jar	other	yes	wheat	endosperm	no	no	tap water	no	2	300	22	8	kitchen counter	200	5		no	no	no	no	no	no	no	0	0	0	0	0	0	0	0	1	0	1	fridge		2 to 5	yes	no	no	no	no	no	4		120														UBZ	3
ubzh053	April	46.15	14.16	509	3.59	10.9	0	0	household	Slovenia	covid	received from a bakery	glass jar	closed lid	no	wheat	endosperm	no	no	tap water	no	30	150	21	10	kitchen counter	50	10	4.4	no	no	no	no	yes	yes	no	1	0	0	0	0	0	0	0	0	0	1	fridge	12	2 to 5	yes	no	no	no	no	no	4	0	160	0	0	0	0	0	0	0	0	0	0	0	2	0	UBZ	2
ubzh054	June	43.23	13.63	279	3.69	9	6.056	6.109	household	Italy	pre	received from a bakery	glass jar	other	yes	wheat	endosperm	yes	yes	bottled water	yes	30	100	25	2	proofing chamber	250	7		yes	no	no	no	no	no	no	1	0	0	0	0	0	0	0	0	0	2	fridge	4	2 to 5	no	no	no	no	no	no	5	28	180														UBZ	2
ubzh054b	June	43.23	13.63	279	3.81	9	3.077	2.926	household	Italy	pre	received from a bakery	glass jar	other	yes	wheat	endosperm	yes	yes	bottled water	yes	30	100	25	2	proofing chamber	250	7		yes	no	no	no	no	no	no	1	0	0	0	0	0	0	0	0	0	2	fridge	4	2 to 5	no	no	no	no	no	no	5	28	180														UBZ	2
ubzh055	July	44.41	8.94	333	3.59	14.6	9.267	6.4	household	Italy	pre	started myself	glass jar	closed lid	no	wheat	endosperm	no	yes	tap water	no	4	100	22	2	kitchen counter	400	6	4.7	yes	yes	no	no	no	yes	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	>5	no	no	no	no	yes	no	4	0	200	1	1	0	0	1	0	0	0	0	1	0	1	0	UBZ	4
ubzh059	July	46.67	11.16	325	3.4	15	8.8	7.087	household	Italy	pre	received from a home baker	glass jar	plastic wrap	no	wheat	endosperm	no	no	tap water	no	4	60	4	8	fridge	80	4		yes	no	no	no	yes	yes	no	0.5	0	0.5	0	0	0	0	0	0	0	1	fridge	4	>5	no	no	no	no	no	no	9	28	200														UBZ	3
